,country,subnational1,subnational2,umd_tree_cover_density__threshold,umd_tree_cover_extent_2000__ha,whrc_aboveground_biomass_stock_2000__Mg,avg_whrc_aboveground_biomass_2000_Mg_ha-1,gfw_gross_emissions_co2e_all_gases__Mg_yr-1,gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg_yr-1,gfw_net_flux_co2e__Mg_yr-1,gfw_gross_emissions_co2e_all_gases_2001__Mg,gfw_gross_emissions_co2e_all_gases_2002__Mg,gfw_gross_emissions_co2e_all_gases_2003__Mg,gfw_gross_emissions_co2e_all_gases_2004__Mg,gfw_gross_emissions_co2e_all_gases_2005__Mg,gfw_gross_emissions_co2e_all_gases_2006__Mg,gfw_gross_emissions_co2e_all_gases_2007__Mg,gfw_gross_emissions_co2e_all_gases_2008__Mg,gfw_gross_emissions_co2e_all_gases_2009__Mg,gfw_gross_emissions_co2e_all_gases_2010__Mg,gfw_gross_emissions_co2e_all_gases_2011__Mg,gfw_gross_emissions_co2e_all_gases_2012__Mg,gfw_gross_emissions_co2e_all_gases_2013__Mg,gfw_gross_emissions_co2e_all_gases_2014__Mg,gfw_gross_emissions_co2e_all_gases_2015__Mg,gfw_gross_emissions_co2e_all_gases_2016__Mg,gfw_gross_emissions_co2e_all_gases_2017__Mg,gfw_gross_emissions_co2e_all_gases_2018__Mg,gfw_gross_emissions_co2e_all_gases_2019__Mg,gfw_gross_emissions_co2e_all_gases_2020__Mg
0,Bolivia,Chuquisaca,Belisario Boeto,0,173421,12852647,74,,,,,,,,,,,,,,,,,,,,,,,
1,Bolivia,Chuquisaca,Belisario Boeto,10,95357,12652126,133,,,,,,,,,,,,,,,,,,,,,,,
2,Bolivia,Chuquisaca,Belisario Boeto,15,91290,12300465,135,,,,,,,,,,,,,,,,,,,,,,,
3,Bolivia,Chuquisaca,Belisario Boeto,20,88728,12069454,136,,,,,,,,,,,,,,,,,,,,,,,
4,Bolivia,Chuquisaca,Belisario Boeto,25,86377,11860378,137,,,,,,,,,,,,,,,,,,,,,,,
5,Bolivia,Chuquisaca,Belisario Boeto,30,83969,11629484,138,57966.0,308868.0,-250902.0,135924.0,46489.0,21277.0,17520.0,43110.0,12727.0,5855.0,86744.0,111768.0,3515.0,66943.0,13425.0,63112.0,62940.0,20003.0,66450.0,115865.0,26331.0,130697.0,108628.0
6,Bolivia,Chuquisaca,Belisario Boeto,50,69610,10243258,147,55262.0,253169.0,-197907.0,130098.0,43750.0,20640.0,17190.0,42025.0,12417.0,5681.0,84293.0,109846.0,3442.0,63492.0,13004.0,60676.0,60093.0,19698.0,63145.0,109487.0,24021.0,119660.0,102580.0
7,Bolivia,Chuquisaca,Belisario Boeto,75,48720,7790621,160,46620.0,173188.0,-126568.0,119819.0,37226.0,19212.0,16585.0,38953.0,11341.0,5297.0,74148.0,103536.0,2977.0,55748.0,11641.0,49565.0,48829.0,18177.0,47411.0,89578.0,18005.0,86841.0,77510.0
8,Bolivia,Chuquisaca,Hernando Siles,0,631596,84049906,133,,,,,,,,,,,,,,,,,,,,,,,
9,Bolivia,Chuquisaca,Hernando Siles,10,559456,83731125,150,,,,,,,,,,,,,,,,,,,,,,,
10,Bolivia,Chuquisaca,Hernando Siles,15,554490,83327946,150,,,,,,,,,,,,,,,,,,,,,,,
11,Bolivia,Chuquisaca,Hernando Siles,20,549841,82940620,151,,,,,,,,,,,,,,,,,,,,,,,
12,Bolivia,Chuquisaca,Hernando Siles,25,546958,82697108,151,,,,,,,,,,,,,,,,,,,,,,,
13,Bolivia,Chuquisaca,Hernando Siles,30,542754,82338700,152,488260.0,1217363.0,-729103.0,576298.0,520886.0,508355.0,317835.0,553841.0,137430.0,143000.0,441112.0,298927.0,61011.0,1722117.0,318739.0,407741.0,344231.0,103686.0,561109.0,743766.0,269745.0,972423.0,762943.0
14,Bolivia,Chuquisaca,Hernando Siles,50,505760,78971931,156,468206.0,1076525.0,-608319.0,571704.0,513247.0,504725.0,315730.0,548113.0,136740.0,141939.0,437237.0,296692.0,60020.0,1705578.0,311432.0,386679.0,325356.0,94389.0,498556.0,672927.0,236606.0,912549.0,693903.0
15,Bolivia,Chuquisaca,Hernando Siles,75,400851,66598832,166,398731.0,733249.0,-334517.0,550277.0,484972.0,484612.0,303358.0,520030.0,132321.0,137640.0,412466.0,287608.0,56017.0,1624428.0,280268.0,288848.0,238413.0,68771.0,318759.0,465549.0,153996.0,698928.0,467368.0
16,Bolivia,Chuquisaca,Jaime Zudáñez,0,410391,7861580,19,,,,,,,,,,,,,,,,,,,,,,,
17,Bolivia,Chuquisaca,Jaime Zudáñez,10,68413,7130905,104,,,,,,,,,,,,,,,,,,,,,,,
18,Bolivia,Chuquisaca,Jaime Zudáñez,15,60092,6393362,106,,,,,,,,,,,,,,,,,,,,,,,
19,Bolivia,Chuquisaca,Jaime Zudáñez,20,55022,5935072,108,,,,,,,,,,,,,,,,,,,,,,,
20,Bolivia,Chuquisaca,Jaime Zudáñez,25,49619,5466692,110,,,,,,,,,,,,,,,,,,,,,,,
21,Bolivia,Chuquisaca,Jaime Zudáñez,30,45150,5041346,112,2152.0,176156.0,-174004.0,12822.0,1523.0,935.0,2207.0,1549.0,1946.0,487.0,1270.0,6111.0,3649.0,4361.0,2796.0,282.0,434.0,126.0,224.0,1102.0,143.0,1058.0,19.0
22,Bolivia,Chuquisaca,Jaime Zudáñez,50,25306,3043498,120,1812.0,98659.0,-96847.0,12207.0,1092.0,817.0,1712.0,1079.0,1769.0,395.0,998.0,4623.0,2781.0,3549.0,2519.0,114.0,306.0,79.0,102.0,984.0,143.0,944.0,19.0
23,Bolivia,Chuquisaca,Jaime Zudáñez,75,11153,1486798,133,1251.0,43436.0,-42185.0,10162.0,695.0,467.0,1182.0,656.0,1201.0,218.0,661.0,2943.0,1788.0,2304.0,1458.0,0.0,168.0,56.0,60.0,480.0,64.0,448.0,0.0
24,Bolivia,Chuquisaca,Juana Azurduay de Padilla,0,305770,13258732,43,,,,,,,,,,,,,,,,,,,,,,,
25,Bolivia,Chuquisaca,Juana Azurduay de Padilla,10,109543,12839821,117,,,,,,,,,,,,,,,,,,,,,,,
26,Bolivia,Chuquisaca,Juana Azurduay de Padilla,15,103322,12285632,119,,,,,,,,,,,,,,,,,,,,,,,
27,Bolivia,Chuquisaca,Juana Azurduay de Padilla,20,98752,11867784,120,,,,,,,,,,,,,,,,,,,,,,,
28,Bolivia,Chuquisaca,Juana Azurduay de Padilla,25,95209,11553574,121,,,,,,,,,,,,,,,,,,,,,,,
29,Bolivia,Chuquisaca,Juana Azurduay de Padilla,30,91825,11243774,122,26572.0,330743.0,-304171.0,25070.0,23778.0,26216.0,15903.0,11891.0,8142.0,9815.0,14679.0,23233.0,5567.0,48935.0,20884.0,21215.0,23196.0,7375.0,43511.0,65015.0,14880.0,63141.0,58990.0
30,Bolivia,Chuquisaca,Juana Azurduay de Padilla,50,70511,9211522,131,23570.0,247664.0,-224093.0,24059.0,23238.0,24061.0,15819.0,11549.0,7917.0,9509.0,13241.0,22421.0,5181.0,46673.0,20058.0,18902.0,20278.0,5762.0,33921.0,54366.0,13282.0,50807.0,50366.0
31,Bolivia,Chuquisaca,Juana Azurduay de Padilla,75,41467,5886583,142,16977.0,136716.0,-119738.0,21854.0,20911.0,21650.0,14282.0,10584.0,6922.0,8519.0,11619.0,20677.0,4687.0,40890.0,17630.0,12550.0,13810.0,2966.0,16797.0,29501.0,5962.0,27690.0,30046.0
32,Bolivia,Chuquisaca,Luis Calvo,0,1277044,118595006,93,,,,,,,,,,,,,,,,,,,,,,,
33,Bolivia,Chuquisaca,Luis Calvo,10,1179919,118455426,100,,,,,,,,,,,,,,,,,,,,,,,
34,Bolivia,Chuquisaca,Luis Calvo,15,1171063,117893602,101,,,,,,,,,,,,,,,,,,,,,,,
35,Bolivia,Chuquisaca,Luis Calvo,20,1157777,117132984,101,,,,,,,,,,,,,,,,,,,,,,,
36,Bolivia,Chuquisaca,Luis Calvo,25,1148644,116637996,102,,,,,,,,,,,,,,,,,,,,,,,
37,Bolivia,Chuquisaca,Luis Calvo,30,1131236,115703223,102,412364.0,3555069.0,-3142705.0,308644.0,177193.0,380465.0,169357.0,355039.0,137905.0,362792.0,490861.0,259652.0,251692.0,717152.0,195796.0,297519.0,167922.0,122456.0,287695.0,739940.0,413489.0,1206721.0,1204989.0
38,Bolivia,Chuquisaca,Luis Calvo,50,668154,91177646,136,362936.0,1928860.0,-1565924.0,298740.0,170015.0,376736.0,157770.0,348327.0,126404.0,356853.0,457741.0,251753.0,241682.0,703467.0,178476.0,262137.0,135215.0,89385.0,246665.0,548347.0,384848.0,934840.0,989319.0
39,Bolivia,Chuquisaca,Luis Calvo,75,360625,58352721,162,271220.0,862763.0,-591543.0,279372.0,156269.0,360867.0,132409.0,325885.0,102859.0,341899.0,372129.0,227704.0,191294.0,657922.0,139787.0,139748.0,62750.0,56041.0,178368.0,405720.0,295605.0,469383.0,528382.0
40,Bolivia,Chuquisaca,Nor Cinti,0,777723,8580073,11,,,,,,,,,,,,,,,,,,,,,,,
41,Bolivia,Chuquisaca,Nor Cinti,10,74761,8095595,108,,,,,,,,,,,,,,,,,,,,,,,
42,Bolivia,Chuquisaca,Nor Cinti,15,69386,7650411,110,,,,,,,,,,,,,,,,,,,,,,,
43,Bolivia,Chuquisaca,Nor Cinti,20,65225,7293838,112,,,,,,,,,,,,,,,,,,,,,,,
44,Bolivia,Chuquisaca,Nor Cinti,25,61820,7012645,113,,,,,,,,,,,,,,,,,,,,,,,
45,Bolivia,Chuquisaca,Nor Cinti,30,59020,6772418,115,19173.0,213797.0,-194624.0,14164.0,11570.0,9189.0,7100.0,8661.0,1531.0,2384.0,10871.0,8117.0,984.0,26162.0,15640.0,40800.0,20314.0,7545.0,39096.0,45823.0,30731.0,45814.0,36974.0
46,Bolivia,Chuquisaca,Nor Cinti,50,41997,5262613,125,17622.0,148282.0,-130660.0,13328.0,11198.0,8759.0,6921.0,8330.0,1340.0,2268.0,10341.0,7036.0,839.0,22867.0,15237.0,38562.0,18749.0,6391.0,36526.0,41861.0,26395.0,41435.0,34064.0
47,Bolivia,Chuquisaca,Nor Cinti,75,23399,3266324,140,11993.0,78040.0,-66047.0,11654.0,10184.0,8202.0,6338.0,7322.0,1063.0,2027.0,8785.0,6427.0,665.0,17071.0,12634.0,25226.0,12172.0,3369.0,21142.0,27025.0,15222.0,21302.0,22025.0
48,Bolivia,Chuquisaca,Oropeza,0,362966,6581192,18,,,,,,,,,,,,,,,,,,,,,,,
49,Bolivia,Chuquisaca,Oropeza,10,57331,6182413,108,,,,,,,,,,,,,,,,,,,,,,,
50,Bolivia,Chuquisaca,Oropeza,15,51312,5645732,110,,,,,,,,,,,,,,,,,,,,,,,
51,Bolivia,Chuquisaca,Oropeza,20,46493,5205550,112,,,,,,,,,,,,,,,,,,,,,,,
52,Bolivia,Chuquisaca,Oropeza,25,41596,4755964,114,,,,,,,,,,,,,,,,,,,,,,,
53,Bolivia,Chuquisaca,Oropeza,30,38111,4427777,116,2603.0,148510.0,-145907.0,2605.0,687.0,1751.0,20386.0,3069.0,559.0,2920.0,1868.0,2786.0,3376.0,3001.0,4875.0,139.0,182.0,574.0,920.0,1277.0,679.0,207.0,201.0
54,Bolivia,Chuquisaca,Oropeza,50,23298,2984202,128,1919.0,90764.0,-88845.0,2455.0,567.0,1176.0,13927.0,2305.0,299.0,1395.0,1234.0,2236.0,2228.0,2797.0,4166.0,139.0,158.0,459.0,811.0,1132.0,537.0,186.0,179.0
55,Bolivia,Chuquisaca,Oropeza,75,11578,1637001,141,810.0,45194.0,-44384.0,2240.0,418.0,346.0,3034.0,937.0,159.0,577.0,682.0,1037.0,812.0,2162.0,2346.0,0.0,72.0,178.0,534.0,465.0,59.0,46.0,101.0
56,Bolivia,Chuquisaca,Sud Cinti,0,558825,29751129,53,,,,,,,,,,,,,,,,,,,,,,,
57,Bolivia,Chuquisaca,Sud Cinti,10,209440,29390923,140,,,,,,,,,,,,,,,,,,,,,,,
58,Bolivia,Chuquisaca,Sud Cinti,15,205687,29071089,141,,,,,,,,,,,,,,,,,,,,,,,
59,Bolivia,Chuquisaca,Sud Cinti,20,202260,28769490,142,,,,,,,,,,,,,,,,,,,,,,,
60,Bolivia,Chuquisaca,Sud Cinti,25,199904,28568118,143,,,,,,,,,,,,,,,,,,,,,,,
61,Bolivia,Chuquisaca,Sud Cinti,30,197567,28362446,144,161986.0,591122.0,-429136.0,90118.0,137398.0,125142.0,91505.0,177615.0,47548.0,31225.0,166987.0,94511.0,155669.0,370590.0,143561.0,220074.0,130605.0,94597.0,172005.0,269024.0,117086.0,246007.0,358454.0
62,Bolivia,Chuquisaca,Sud Cinti,50,180246,26786015,149,159466.0,525462.0,-365995.0,89347.0,136779.0,124522.0,91085.0,176547.0,47423.0,31075.0,166176.0,92605.0,154787.0,369314.0,142346.0,217792.0,129388.0,91192.0,165980.0,261873.0,113375.0,238662.0,349061.0
63,Bolivia,Chuquisaca,Sud Cinti,75,144806,22783634,157,147296.0,402807.0,-255511.0,87574.0,133713.0,122075.0,89349.0,171862.0,46672.0,30336.0,162409.0,87316.0,152048.0,362967.0,135052.0,197167.0,117270.0,76334.0,137670.0,227952.0,96126.0,205890.0,306134.0
64,Bolivia,Chuquisaca,Tomina,0,421211,28799834,68,,,,,,,,,,,,,,,,,,,,,,,
65,Bolivia,Chuquisaca,Tomina,10,200261,28216976,141,,,,,,,,,,,,,,,,,,,,,,,
66,Bolivia,Chuquisaca,Tomina,15,192744,27528382,143,,,,,,,,,,,,,,,,,,,,,,,
67,Bolivia,Chuquisaca,Tomina,20,188250,27095775,144,,,,,,,,,,,,,,,,,,,,,,,
68,Bolivia,Chuquisaca,Tomina,25,184585,26739558,145,,,,,,,,,,,,,,,,,,,,,,,
69,Bolivia,Chuquisaca,Tomina,30,179739,26262744,146,112398.0,545927.0,-433528.0,196826.0,59617.0,79359.0,69368.0,81087.0,28441.0,20556.0,91843.0,129461.0,12961.0,352804.0,37565.0,109974.0,77047.0,33943.0,133632.0,184243.0,75287.0,171320.0,302634.0
70,Bolivia,Chuquisaca,Tomina,50,151895,23471193,155,106772.0,437590.0,-330817.0,190270.0,57583.0,77140.0,68379.0,79436.0,27824.0,19988.0,88873.0,126071.0,12546.0,344047.0,36146.0,105832.0,72885.0,31828.0,122281.0,166272.0,68418.0,155043.0,284587.0
71,Bolivia,Chuquisaca,Tomina,75,113362,18982572,167,92257.0,292462.0,-200205.0,178646.0,52836.0,72462.0,65220.0,75883.0,26036.0,18160.0,82941.0,118604.0,11887.0,324865.0,32487.0,90048.0,59777.0,25989.0,93469.0,121340.0,49963.0,116652.0,227877.0
72,Bolivia,Chuquisaca,Yamparáez,0,168135,748961,4,,,,,,,,,,,,,,,,,,,,,,,
73,Bolivia,Chuquisaca,Yamparáez,10,5514,605154,110,,,,,,,,,,,,,,,,,,,,,,,
74,Bolivia,Chuquisaca,Yamparáez,15,4557,513096,113,,,,,,,,,,,,,,,,,,,,,,,
75,Bolivia,Chuquisaca,Yamparáez,20,3928,450961,115,,,,,,,,,,,,,,,,,,,,,,,
76,Bolivia,Chuquisaca,Yamparáez,25,3287,386627,118,,,,,,,,,,,,,,,,,,,,,,,
77,Bolivia,Chuquisaca,Yamparáez,30,2822,340115,121,275.0,10998.0,-10722.0,1920.0,438.0,0.0,28.0,46.0,1064.0,57.0,141.0,1411.0,90.0,77.0,123.0,0.0,24.0,0.0,28.0,60.0,0.0,0.0,0.0
78,Bolivia,Chuquisaca,Yamparáez,50,1461,197043,135,250.0,5686.0,-5436.0,1703.0,336.0,0.0,28.0,46.0,1007.0,57.0,141.0,1344.0,24.0,77.0,123.0,0.0,24.0,0.0,28.0,60.0,0.0,0.0,0.0
79,Bolivia,Chuquisaca,Yamparáez,75,482,73849,153,191.0,1868.0,-1676.0,1338.0,294.0,0.0,28.0,26.0,912.0,29.0,141.0,898.0,0.0,30.0,97.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
80,Bolivia,Cochabamba,Arani,0,295103,32065375,109,,,,,,,,,,,,,,,,,,,,,,,
81,Bolivia,Cochabamba,Arani,10,153036,31739557,207,,,,,,,,,,,,,,,,,,,,,,,
82,Bolivia,Cochabamba,Arani,15,152491,31688729,208,,,,,,,,,,,,,,,,,,,,,,,
83,Bolivia,Cochabamba,Arani,20,152152,31656292,208,,,,,,,,,,,,,,,,,,,,,,,
84,Bolivia,Cochabamba,Arani,25,151902,31632084,208,,,,,,,,,,,,,,,,,,,,,,,
85,Bolivia,Cochabamba,Arani,30,151653,31607382,208,340624.0,308244.0,32380.0,498444.0,232345.0,210713.0,307073.0,281759.0,366461.0,404098.0,404803.0,396786.0,277241.0,432363.0,237296.0,282210.0,374955.0,212311.0,455183.0,448619.0,182038.0,595791.0,211991.0
86,Bolivia,Cochabamba,Arani,50,149217,31351638,210,338887.0,297813.0,41073.0,498249.0,232119.0,210621.0,306767.0,281290.0,365848.0,403395.0,403973.0,396209.0,276540.0,431820.0,236787.0,281189.0,371975.0,209650.0,449876.0,442990.0,179807.0,588686.0,209939.0
87,Bolivia,Cochabamba,Arani,75,141407,30269446,214,331775.0,269954.0,61820.0,497174.0,230790.0,210176.0,305068.0,279330.0,363375.0,400652.0,400114.0,394813.0,274822.0,429317.0,234622.0,273782.0,359429.0,201927.0,425744.0,420596.0,171124.0,562573.0,200069.0
88,Bolivia,Cochabamba,Arque,0,178505,158350,1,,,,,,,,,,,,,,,,,,,,,,,
89,Bolivia,Cochabamba,Arque,10,376,43128,115,,,,,,,,,,,,,,,,,,,,,,,
90,Bolivia,Cochabamba,Arque,15,280,34154,122,,,,,,,,,,,,,,,,,,,,,,,
91,Bolivia,Cochabamba,Arque,20,241,30315,126,,,,,,,,,,,,,,,,,,,,,,,
92,Bolivia,Cochabamba,Arque,25,214,27659,129,,,,,,,,,,,,,,,,,,,,,,,
93,Bolivia,Cochabamba,Arque,30,200,26236,131,3.0,786.0,-783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Bolivia,Cochabamba,Arque,50,118,17520,148,3.0,466.0,-463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Bolivia,Cochabamba,Arque,75,48,8130,169,3.0,193.0,-190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Bolivia,Cochabamba,Ayopaya,0,910964,110973243,122,,,,,,,,,,,,,,,,,,,,,,,
97,Bolivia,Cochabamba,Ayopaya,10,561283,109568062,195,,,,,,,,,,,,,,,,,,,,,,,
98,Bolivia,Cochabamba,Ayopaya,15,556665,109121468,196,,,,,,,,,,,,,,,,,,,,,,,
99,Bolivia,Cochabamba,Ayopaya,20,553687,108821161,197,,,,,,,,,,,,,,,,,,,,,,,
100,Bolivia,Cochabamba,Ayopaya,25,551029,108565919,197,,,,,,,,,,,,,,,,,,,,,,,
101,Bolivia,Cochabamba,Ayopaya,30,549001,108359370,197,256387.0,749710.0,-493323.0,47326.0,59091.0,73775.0,66547.0,67377.0,126190.0,156058.0,161688.0,192866.0,206268.0,265596.0,263992.0,278427.0,564742.0,287386.0,393285.0,550712.0,270607.0,539429.0,556382.0
102,Bolivia,Cochabamba,Ayopaya,50,537148,107025200,199,255609.0,704068.0,-448459.0,46871.0,58824.0,73188.0,65780.0,66503.0,125855.0,155948.0,160314.0,192652.0,205945.0,265336.0,263526.0,278035.0,563804.0,287209.0,392447.0,547985.0,269134.0,537991.0,554824.0
103,Bolivia,Cochabamba,Ayopaya,75,514543,103493377,201,252293.0,625335.0,-373042.0,45356.0,58307.0,70587.0,64552.0,65016.0,124451.0,155414.0,157669.0,191832.0,204856.0,263375.0,262268.0,276548.0,560910.0,285761.0,383031.0,530799.0,262967.0,532317.0,549847.0
104,Bolivia,Cochabamba,Capinota,0,95568,418038,4,,,,,,,,,,,,,,,,,,,,,,,
105,Bolivia,Cochabamba,Capinota,10,3137,320511,102,,,,,,,,,,,,,,,,,,,,,,,
106,Bolivia,Cochabamba,Capinota,15,2439,259155,106,,,,,,,,,,,,,,,,,,,,,,,
107,Bolivia,Cochabamba,Capinota,20,2044,223650,109,,,,,,,,,,,,,,,,,,,,,,,
108,Bolivia,Cochabamba,Capinota,25,1769,198907,112,,,,,,,,,,,,,,,,,,,,,,,
109,Bolivia,Cochabamba,Capinota,30,1557,179964,116,17.0,6082.0,-6065.0,54.0,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,56.0,37.0,0.0,0.0,0.0,62.0,0.0,0.0
110,Bolivia,Cochabamba,Capinota,50,858,114402,133,11.0,3353.0,-3342.0,44.0,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Bolivia,Cochabamba,Capinota,75,353,54671,155,4.0,1381.0,-1377.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Bolivia,Cochabamba,Carrasco,0,1254358,189668431,151,,,,,,,,,,,,,,,,,,,,,,,
