,country,subnational1,subnational2,umd_tree_cover_density__threshold,umd_tree_cover_extent_2000__ha,whrc_aboveground_biomass_stock_2000__Mg,avg_whrc_aboveground_biomass_2000_Mg_ha-1,gfw_gross_emissions_co2e_all_gases__Mg_yr-1,gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg_yr-1,gfw_net_flux_co2e__Mg_yr-1,gfw_gross_emissions_co2e_all_gases_2001__Mg,gfw_gross_emissions_co2e_all_gases_2002__Mg,gfw_gross_emissions_co2e_all_gases_2003__Mg,gfw_gross_emissions_co2e_all_gases_2004__Mg,gfw_gross_emissions_co2e_all_gases_2005__Mg,gfw_gross_emissions_co2e_all_gases_2006__Mg,gfw_gross_emissions_co2e_all_gases_2007__Mg,gfw_gross_emissions_co2e_all_gases_2008__Mg,gfw_gross_emissions_co2e_all_gases_2009__Mg,gfw_gross_emissions_co2e_all_gases_2010__Mg,gfw_gross_emissions_co2e_all_gases_2011__Mg,gfw_gross_emissions_co2e_all_gases_2012__Mg,gfw_gross_emissions_co2e_all_gases_2013__Mg,gfw_gross_emissions_co2e_all_gases_2014__Mg,gfw_gross_emissions_co2e_all_gases_2015__Mg,gfw_gross_emissions_co2e_all_gases_2016__Mg,gfw_gross_emissions_co2e_all_gases_2017__Mg,gfw_gross_emissions_co2e_all_gases_2018__Mg,gfw_gross_emissions_co2e_all_gases_2019__Mg,gfw_gross_emissions_co2e_all_gases_2020__Mg
653,Bolivia,Santa Cruz,Ichilo,30,1105198,218066030,197,5015591.0,2288856.0,2726736.0,4602879.0,4368167.0,5556529.0,3104841.0,3352257.0,3639618.0,3982103.0,4800140.0,2619789.0,10290506.0,8440041.0,5434649.0,3019998.0,5599197.0,2536323.0,10603955.0,5957998.0,3240872.0,5318275.0,3843689.0
654,Bolivia,Santa Cruz,Ichilo,50,1081452,216351533,200,4974788.0,2155751.0,2819037.0,4580394.0,4339680.0,5540650.0,3095169.0,3334542.0,3622875.0,3959874.0,4785793.0,2611154.0,10259448.0,8412521.0,5410394.0,2998807.0,5545694.0,2500497.0,10419754.0,5863136.0,3195222.0,5238179.0,3781986.0
655,Bolivia,Santa Cruz,Ichilo,75,1026973,211022274,205,4833630.0,1870308.0,2963323.0,4471063.0,4220022.0,5439741.0,3041405.0,3246545.0,3549807.0,3878209.0,4711379.0,2558734.0,10139151.0,8282402.0,5313137.0,2901577.0,5354160.0,2376469.0,9976114.0,5563145.0,3057643.0,4992737.0,3599170.0
656,Bolivia,Santa Cruz,Ignacio Warnes,0,228208,5249178,23,,,,,,,,,,,,,,,,,,,,,,,
657,Bolivia,Santa Cruz,Ignacio Warnes,10,46906,5180502,110,,,,,,,,,,,,,,,,,,,,,,,
658,Bolivia,Santa Cruz,Ignacio Warnes,15,45573,5112489,112,,,,,,,,,,,,,,,,,,,,,,,
659,Bolivia,Santa Cruz,Ignacio Warnes,20,44545,5058823,114,,,,,,,,,,,,,,,,,,,,,,,
660,Bolivia,Santa Cruz,Ignacio Warnes,25,43934,5025935,114,,,,,,,,,,,,,,,,,,,,,,,
661,Bolivia,Santa Cruz,Ignacio Warnes,30,42906,4969976,116,311159.0,139766.0,171394.0,201650.0,212780.0,230082.0,360123.0,750564.0,523756.0,318279.0,425015.0,270265.0,244920.0,592373.0,471642.0,340924.0,204434.0,100967.0,208688.0,254289.0,151313.0,206661.0,154461.0
662,Bolivia,Santa Cruz,Ignacio Warnes,50,36986,4619582,125,290707.0,116670.0,174037.0,187104.0,203424.0,212874.0,333045.0,706503.0,492297.0,303201.0,392754.0,253284.0,233416.0,563215.0,438031.0,320306.0,184427.0,94051.0,192927.0,224966.0,141094.0,193222.0,143998.0
663,Bolivia,Santa Cruz,Ignacio Warnes,75,25208,3592941,143,212457.0,80602.0,131856.0,130748.0,145914.0,131626.0,225452.0,494282.0,304989.0,204774.0,225315.0,177411.0,179288.0,437537.0,363804.0,276675.0,146078.0,81551.0,160763.0,174370.0,114454.0,152977.0,121135.0
664,Bolivia,Santa Cruz,José Miguel de Velasco,0,9431016,1575297091,167,,,,,,,,,,,,,,,,,,,,,,,
665,Bolivia,Santa Cruz,José Miguel de Velasco,10,8504834,1574449918,185,,,,,,,,,,,,,,,,,,,,,,,
666,Bolivia,Santa Cruz,José Miguel de Velasco,15,8463847,1572635900,186,,,,,,,,,,,,,,,,,,,,,,,
667,Bolivia,Santa Cruz,José Miguel de Velasco,20,8395121,1569447091,187,,,,,,,,,,,,,,,,,,,,,,,
668,Bolivia,Santa Cruz,José Miguel de Velasco,25,8337984,1566804399,188,,,,,,,,,,,,,,,,,,,,,,,
669,Bolivia,Santa Cruz,José Miguel de Velasco,30,8277068,1563927607,189,16686760.0,21460193.0,-4773433.0,2570237.0,3526966.0,2246676.0,8969847.0,5559779.0,10812754.0,10619850.0,15963840.0,8670253.0,21978708.0,10446551.0,14401316.0,9800450.0,7281581.0,11139228.0,25743027.0,45060224.0,29591309.0,44135574.0,45217033.0
670,Bolivia,Santa Cruz,José Miguel de Velasco,50,7814097,1537834056,197,16304541.0,18745496.0,-2440955.0,2495007.0,3426345.0,2194474.0,8849404.0,5496402.0,10629982.0,10442932.0,15584676.0,8502317.0,21685840.0,10321635.0,14252707.0,9416500.0,7124116.0,10836196.0,25248731.0,44141691.0,28919043.0,42236148.0,44286672.0
671,Bolivia,Santa Cruz,José Miguel de Velasco,75,6481983,1351900490,209,14214588.0,12606079.0,1608509.0,2176477.0,3091022.0,1964785.0,8116960.0,5068434.0,9677257.0,9424545.0,14247570.0,7576081.0,20304480.0,9649782.0,13201333.0,7310560.0,6208812.0,9125530.0,22565581.0,38722477.0,24265166.0,32692595.0,38902312.0
672,Bolivia,Santa Cruz,Manuel María Caballero,0,374504,40796920,109,,,,,,,,,,,,,,,,,,,,,,,
673,Bolivia,Santa Cruz,Manuel María Caballero,10,263892,40444894,153,,,,,,,,,,,,,,,,,,,,,,,
674,Bolivia,Santa Cruz,Manuel María Caballero,15,259289,40024878,154,,,,,,,,,,,,,,,,,,,,,,,
675,Bolivia,Santa Cruz,Manuel María Caballero,20,255960,39701355,155,,,,,,,,,,,,,,,,,,,,,,,
676,Bolivia,Santa Cruz,Manuel María Caballero,25,253231,39435431,156,,,,,,,,,,,,,,,,,,,,,,,
677,Bolivia,Santa Cruz,Manuel María Caballero,30,250749,39184460,156,90871.0,453222.0,-362351.0,77952.0,28046.0,47026.0,37098.0,53095.0,96644.0,105858.0,56655.0,61347.0,44386.0,107536.0,158354.0,53054.0,67140.0,68259.0,147198.0,207851.0,119486.0,142919.0,137521.0
678,Bolivia,Santa Cruz,Manuel María Caballero,50,232704,37308103,160,87309.0,382921.0,-295611.0,76249.0,26964.0,46235.0,36925.0,52468.0,94992.0,104889.0,56124.0,59133.0,43841.0,105197.0,153776.0,51735.0,62262.0,64667.0,133650.0,195210.0,114923.0,138792.0,128156.0
679,Bolivia,Santa Cruz,Manuel María Caballero,75,208847,34710897,166,78304.0,293451.0,-215146.0,74531.0,25505.0,44380.0,35685.0,50338.0,91276.0,102380.0,53931.0,55495.0,42668.0,99204.0,145684.0,45888.0,48175.0,54273.0,102014.0,165138.0,100020.0,126088.0,103412.0
680,Bolivia,Santa Cruz,Obispo Santistevan,0,613604,53247500,87,,,,,,,,,,,,,,,,,,,,,,,
681,Bolivia,Santa Cruz,Obispo Santistevan,10,286129,52411486,183,,,,,,,,,,,,,,,,,,,,,,,
682,Bolivia,Santa Cruz,Obispo Santistevan,15,283777,52274412,184,,,,,,,,,,,,,,,,,,,,,,,
683,Bolivia,Santa Cruz,Obispo Santistevan,20,281636,52144986,185,,,,,,,,,,,,,,,,,,,,,,,
684,Bolivia,Santa Cruz,Obispo Santistevan,25,280071,52039205,186,,,,,,,,,,,,,,,,,,,,,,,
685,Bolivia,Santa Cruz,Obispo Santistevan,30,277893,51901167,187,4021185.0,653500.0,3367685.0,6494188.0,13042938.0,13549757.0,8245742.0,10842274.0,5221647.0,3493921.0,2304068.0,696536.0,1477800.0,2347155.0,4066222.0,1156892.0,934489.0,316547.0,3236446.0,984332.0,762676.0,805949.0,444129.0
686,Bolivia,Santa Cruz,Obispo Santistevan,50,264027,50959432,193,3968442.0,585787.0,3382656.0,6436237.0,12944344.0,13452250.0,8167285.0,10739035.0,5167313.0,3429487.0,2267998.0,683694.0,1451698.0,2309017.0,3991858.0,1140801.0,908897.0,311558.0,3068394.0,942510.0,736918.0,785516.0,434040.0
687,Bolivia,Santa Cruz,Obispo Santistevan,75,231809,47376415,204,3719043.0,461808.0,3257236.0,6066219.0,12243825.0,12829897.0,7711126.0,10226713.0,4891948.0,3184767.0,2111926.0,635589.0,1348822.0,2169719.0,3742383.0,1064960.0,808945.0,280059.0,2491814.0,817443.0,652956.0,702019.0,399740.0
688,Bolivia,Santa Cruz,Sara,0,717584,95670247,133,,,,,,,,,,,,,,,,,,,,,,,
689,Bolivia,Santa Cruz,Sara,10,495703,95183812,192,,,,,,,,,,,,,,,,,,,,,,,
690,Bolivia,Santa Cruz,Sara,15,490896,94883326,193,,,,,,,,,,,,,,,,,,,,,,,
691,Bolivia,Santa Cruz,Sara,20,485300,94529319,195,,,,,,,,,,,,,,,,,,,,,,,
692,Bolivia,Santa Cruz,Sara,25,481975,94307613,196,,,,,,,,,,,,,,,,,,,,,,,
693,Bolivia,Santa Cruz,Sara,30,476814,93967077,197,5935132.0,1322861.0,4612270.0,5140588.0,6224520.0,6482604.0,2926787.0,7614032.0,5818462.0,7976936.0,8817678.0,3682834.0,6377314.0,4232581.0,10192215.0,4949787.0,4606004.0,2718984.0,16219768.0,4086691.0,3963816.0,4109328.0,2561706.0
694,Bolivia,Santa Cruz,Sara,50,452417,92249202,204,5864593.0,1179446.0,4685147.0,5102325.0,6162720.0,6430788.0,2890327.0,7552716.0,5764157.0,7913638.0,8760997.0,3661474.0,6332694.0,4205301.0,10119050.0,4918942.0,4553587.0,2694787.0,15868569.0,3973766.0,3832912.0,4045896.0,2507220.0
695,Bolivia,Santa Cruz,Sara,75,408555,87546847,214,5613847.0,953210.0,4660637.0,4870296.0,5788691.0,6150344.0,2719927.0,7271956.0,5490210.0,7609025.0,8482266.0,3542633.0,6131726.0,4088581.0,9852983.0,4796947.0,4395230.0,2609640.0,14939689.0,3719265.0,3559293.0,3896850.0,2361396.0
696,Bolivia,Santa Cruz,Vallegrande,0,610082,69555645,114,,,,,,,,,,,,,,,,,,,,,,,
697,Bolivia,Santa Cruz,Vallegrande,10,454170,68857120,152,,,,,,,,,,,,,,,,,,,,,,,
698,Bolivia,Santa Cruz,Vallegrande,15,442867,67794529,153,,,,,,,,,,,,,,,,,,,,,,,
699,Bolivia,Santa Cruz,Vallegrande,20,436334,67163062,154,,,,,,,,,,,,,,,,,,,,,,,
700,Bolivia,Santa Cruz,Vallegrande,25,430812,66632211,155,,,,,,,,,,,,,,,,,,,,,,,
701,Bolivia,Santa Cruz,Vallegrande,30,424166,65943095,155,425089.0,1173986.0,-748897.0,372442.0,209161.0,267902.0,143521.0,272248.0,86767.0,178477.0,259195.0,458421.0,16215.0,632764.0,207994.0,449562.0,402883.0,307494.0,744836.0,1669813.0,354341.0,876109.0,591640.0
702,Bolivia,Santa Cruz,Vallegrande,50,381666,61696424,162,411007.0,1009998.0,-598991.0,363861.0,206468.0,262866.0,142305.0,270159.0,85216.0,176239.0,255304.0,444315.0,14716.0,620030.0,203447.0,439254.0,385932.0,294201.0,703678.0,1609164.0,333966.0,839758.0,569272.0
703,Bolivia,Santa Cruz,Vallegrande,75,317674,54412311,171,373966.0,774680.0,-400714.0,347014.0,199433.0,250649.0,138858.0,261081.0,81995.0,167545.0,248772.0,419831.0,13762.0,595988.0,190077.0,402160.0,341022.0,265665.0,615939.0,1420412.0,292563.0,725920.0,500633.0
704,Bolivia,Santa Cruz,Ñuflo de Chávez,0,6489656,1169295787,180,,,,,,,,,,,,,,,,,,,,,,,
705,Bolivia,Santa Cruz,Ñuflo de Chávez,10,5693000,1167290752,205,,,,,,,,,,,,,,,,,,,,,,,
706,Bolivia,Santa Cruz,Ñuflo de Chávez,15,5680062,1166570122,205,,,,,,,,,,,,,,,,,,,,,,,
707,Bolivia,Santa Cruz,Ñuflo de Chávez,20,5662381,1165559755,206,,,,,,,,,,,,,,,,,,,,,,,
708,Bolivia,Santa Cruz,Ñuflo de Chávez,25,5651320,1164906753,206,,,,,,,,,,,,,,,,,,,,,,,
709,Bolivia,Santa Cruz,Ñuflo de Chávez,30,5635489,1163973839,207,21215632.0,11314864.0,9900769.0,7526958.0,9892770.0,13820257.0,17781686.0,17309433.0,15911454.0,12864367.0,23786033.0,10397859.0,38814209.0,21856212.0,26022550.0,13011805.0,22032758.0,8742586.0,31591737.0,29491272.0,15068176.0,45659875.0,42730650.0
710,Bolivia,Santa Cruz,Ñuflo de Chávez,50,5508620,1155840045,210,20854474.0,10593393.0,10261081.0,7421577.0,9724883.0,13652121.0,17417202.0,16808999.0,15595062.0,12661954.0,23414939.0,10221916.0,38451177.0,21412316.0,25525157.0,12722013.0,21470700.0,8585141.0,30549744.0,29084258.0,14690203.0,45145672.0,42534441.0
711,Bolivia,Santa Cruz,Ñuflo de Chávez,75,5231231,1127115110,215,19460038.0,9217546.0,10242492.0,6778658.0,8845265.0,12525627.0,15512963.0,15071851.0,14368285.0,11924329.0,21205043.0,9324049.0,36768176.0,19732196.0,23852037.0,11802310.0,19460095.0,7981329.0,27179611.0,27485003.0,13701378.0,43886322.0,41796229.0
712,Bolivia,Tarija,Aniceto Arce,0,492536,56954410,116,,,,,,,,,,,,,,,,,,,,,,,
713,Bolivia,Tarija,Aniceto Arce,10,334309,56627357,169,,,,,,,,,,,,,,,,,,,,,,,
714,Bolivia,Tarija,Aniceto Arce,15,331063,56371420,170,,,,,,,,,,,,,,,,,,,,,,,
715,Bolivia,Tarija,Aniceto Arce,20,328582,56167630,171,,,,,,,,,,,,,,,,,,,,,,,
716,Bolivia,Tarija,Aniceto Arce,25,327100,56044280,171,,,,,,,,,,,,,,,,,,,,,,,
717,Bolivia,Tarija,Aniceto Arce,30,325218,55886827,172,188384.0,555685.0,-367301.0,65858.0,154370.0,156436.0,113119.0,178814.0,89740.0,89266.0,229511.0,115458.0,120131.0,129253.0,161622.0,752008.0,164518.0,125000.0,165909.0,220778.0,93787.0,224108.0,418004.0
718,Bolivia,Tarija,Aniceto Arce,50,312411,54751079,175,182381.0,500429.0,-318047.0,64880.0,152585.0,154577.0,112281.0,177498.0,88998.0,88339.0,226810.0,114021.0,118203.0,126913.0,158775.0,731712.0,158646.0,119829.0,156184.0,201544.0,88389.0,212366.0,395080.0
719,Bolivia,Tarija,Aniceto Arce,75,286748,51655382,180,165576.0,401515.0,-235939.0,62273.0,147402.0,148730.0,109638.0,172130.0,86917.0,84903.0,220842.0,109977.0,112479.0,119831.0,151577.0,667590.0,141395.0,103063.0,128888.0,156130.0,73323.0,172822.0,341602.0
720,Bolivia,Tarija,Burnet O'Connor,0,607983,72931311,120,,,,,,,,,,,,,,,,,,,,,,,
721,Bolivia,Tarija,Burnet O'Connor,10,533735,72715644,136,,,,,,,,,,,,,,,,,,,,,,,
722,Bolivia,Tarija,Burnet O'Connor,15,529677,72388313,137,,,,,,,,,,,,,,,,,,,,,,,
723,Bolivia,Tarija,Burnet O'Connor,20,524576,71973471,137,,,,,,,,,,,,,,,,,,,,,,,
724,Bolivia,Tarija,Burnet O'Connor,25,521712,71728104,137,,,,,,,,,,,,,,,,,,,,,,,
725,Bolivia,Tarija,Burnet O'Connor,30,516691,71308380,138,284773.0,1394869.0,-1110097.0,78645.0,239503.0,367096.0,182242.0,226343.0,69127.0,46896.0,490575.0,190535.0,1222714.0,264454.0,151281.0,105619.0,214504.0,70829.0,295519.0,482690.0,143594.0,370971.0,482320.0
726,Bolivia,Tarija,Burnet O'Connor,50,437158,64187471,147,267729.0,1105940.0,-838211.0,75230.0,235904.0,357121.0,176415.0,222547.0,65894.0,45231.0,473647.0,184628.0,1190973.0,254983.0,146376.0,99444.0,184340.0,62944.0,250484.0,417517.0,126937.0,347076.0,436888.0
727,Bolivia,Tarija,Burnet O'Connor,75,296005,47889818,162,222987.0,610594.0,-387606.0,67687.0,222786.0,334663.0,165136.0,208874.0,60478.0,41965.0,425986.0,168844.0,1098497.0,230860.0,127738.0,77700.0,108132.0,47903.0,168972.0,234835.0,85108.0,278805.0,304778.0
728,Bolivia,Tarija,Cercado,0,204653,6552334,32,,,,,,,,,,,,,,,,,,,,,,,
729,Bolivia,Tarija,Cercado,10,45422,6359369,140,,,,,,,,,,,,,,,,,,,,,,,
730,Bolivia,Tarija,Cercado,15,44212,6258485,142,,,,,,,,,,,,,,,,,,,,,,,
731,Bolivia,Tarija,Cercado,20,43477,6193247,142,,,,,,,,,,,,,,,,,,,,,,,
732,Bolivia,Tarija,Cercado,25,42942,6146538,143,,,,,,,,,,,,,,,,,,,,,,,
733,Bolivia,Tarija,Cercado,30,42439,6101938,144,3495.0,91056.0,-87561.0,1120.0,6429.0,6244.0,4933.0,1549.0,4092.0,2836.0,2107.0,5847.0,2252.0,7957.0,8860.0,3231.0,565.0,864.0,1942.0,941.0,306.0,6627.0,1203.0
734,Bolivia,Tarija,Cercado,50,39167,5796643,148,3326.0,78207.0,-74881.0,1037.0,6284.0,6203.0,4817.0,1536.0,3865.0,2753.0,2038.0,5455.0,1940.0,7708.0,8602.0,3093.0,513.0,822.0,1442.0,863.0,276.0,6181.0,1090.0
735,Bolivia,Tarija,Cercado,75,32839,5056273,154,2939.0,56689.0,-53750.0,961.0,5607.0,6126.0,4650.0,1464.0,3413.0,2398.0,1974.0,4910.0,1551.0,7021.0,7726.0,2335.0,387.0,652.0,1078.0,566.0,117.0,4984.0,868.0
736,Bolivia,Tarija,Eustaquio Méndez,0,406281,3806826,9,,,,,,,,,,,,,,,,,,,,,,,
737,Bolivia,Tarija,Eustaquio Méndez,10,34096,3477095,102,,,,,,,,,,,,,,,,,,,,,,,
738,Bolivia,Tarija,Eustaquio Méndez,15,31081,3232479,104,,,,,,,,,,,,,,,,,,,,,,,
739,Bolivia,Tarija,Eustaquio Méndez,20,28876,3046298,105,,,,,,,,,,,,,,,,,,,,,,,
740,Bolivia,Tarija,Eustaquio Méndez,25,26895,2881106,107,,,,,,,,,,,,,,,,,,,,,,,
741,Bolivia,Tarija,Eustaquio Méndez,30,25222,2737670,109,2849.0,97357.0,-94508.0,4892.0,6385.0,3222.0,1157.0,2720.0,1318.0,859.0,2550.0,7352.0,14435.0,1754.0,5683.0,42.0,59.0,257.0,887.0,2590.0,199.0,305.0,315.0
742,Bolivia,Tarija,Eustaquio Méndez,50,15860,1909586,120,2544.0,61187.0,-58642.0,4393.0,6200.0,2541.0,1086.0,2533.0,1032.0,561.0,2267.0,6599.0,13496.0,1717.0,5251.0,22.0,0.0,237.0,289.0,2273.0,49.0,23.0,315.0
743,Bolivia,Tarija,Eustaquio Méndez,75,7234,987227,136,2011.0,27869.0,-25858.0,3380.0,5449.0,2104.0,842.0,2261.0,821.0,427.0,1570.0,4779.0,11065.0,1524.0,4350.0,0.0,0.0,212.0,105.0,1035.0,0.0,0.0,289.0
744,Bolivia,Tarija,Gran Chaco,0,1752416,139350382,80,,,,,,,,,,,,,,,,,,,,,,,
745,Bolivia,Tarija,Gran Chaco,10,1561698,139074364,89,,,,,,,,,,,,,,,,,,,,,,,
746,Bolivia,Tarija,Gran Chaco,15,1552600,138623751,89,,,,,,,,,,,,,,,,,,,,,,,
747,Bolivia,Tarija,Gran Chaco,20,1538019,137925337,90,,,,,,,,,,,,,,,,,,,,,,,
748,Bolivia,Tarija,Gran Chaco,25,1506267,136756750,91,,,,,,,,,,,,,,,,,,,,,,,
749,Bolivia,Tarija,Gran Chaco,30,1477443,135591911,92,1661434.0,4653802.0,-2992368.0,998020.0,476610.0,594949.0,1738104.0,1650281.0,1209924.0,415593.0,5849930.0,1911714.0,3643945.0,1748878.0,1329503.0,1016495.0,880230.0,324037.0,1073552.0,1474453.0,1683833.0,2442432.0,2766190.0
750,Bolivia,Tarija,Gran Chaco,50,698253,93945007,135,1300322.0,1952512.0,-652189.0,869589.0,375627.0,532335.0,1366412.0,1294130.0,961469.0,297520.0,4906960.0,1642445.0,3459102.0,1568221.0,1049183.0,759082.0,558376.0,264614.0,693946.0,1025884.0,937943.0,1512712.0,1930889.0
751,Bolivia,Tarija,Gran Chaco,75,317776,52371226,165,667470.0,686952.0,-19482.0,501108.0,232251.0,417895.0,983127.0,836567.0,492402.0,105293.0,2632237.0,827012.0,2361180.0,811198.0,447428.0,413344.0,226678.0,113511.0,288687.0,490521.0,206194.0,351046.0,611718.0
752,Bolivia,Tarija,José María Avilés,0,266620,900602,3,,,,,,,,,,,,,,,,,,,,,,,
753,Bolivia,Tarija,José María Avilés,10,7455,801644,108,,,,,,,,,,,,,,,,,,,,,,,
754,Bolivia,Tarija,José María Avilés,15,6701,742777,111,,,,,,,,,,,,,,,,,,,,,,,
755,Bolivia,Tarija,José María Avilés,20,6229,703777,113,,,,,,,,,,,,,,,,,,,,,,,
756,Bolivia,Tarija,José María Avilés,25,5852,672834,115,,,,,,,,,,,,,,,,,,,,,,,
757,Bolivia,Tarija,José María Avilés,30,5524,645286,117,752.0,20701.0,-19949.0,695.0,777.0,542.0,1305.0,569.0,568.0,1100.0,985.0,1173.0,866.0,1209.0,982.0,70.0,22.0,0.0,999.0,255.0,1109.0,1659.0,146.0
758,Bolivia,Tarija,José María Avilés,50,3908,502921,129,584.0,14373.0,-13789.0,642.0,735.0,501.0,1275.0,480.0,519.0,860.0,612.0,950.0,751.0,1073.0,928.0,70.0,0.0,0.0,340.0,23.0,471.0,1392.0,60.0
759,Bolivia,Tarija,José María Avilés,75,2178,307888,141,441.0,7655.0,-7214.0,589.0,547.0,471.0,1211.0,249.0,477.0,693.0,288.0,700.0,430.0,779.0,754.0,50.0,0.0,0.0,135.0,0.0,339.0,1093.0,13.0
